Vid1;Vid2;trials.thisRepN;trials.thisTrialN;trials.thisN;trials.thisIndex;START_key.started;START_key.keys;START_key.rt;visual_key.keys;visual_key.rt;sem_key.keys;sem_key.rt;pass_loop.keys;end_resp.started;end_resp.keys;end_resp.rt;participant;session;date;expName;psychopyVersion;frameRate
Sign_Stimuli/Stim1VCF.mp4;Sign_Stimuli/Stim3SCM.mp4;0;21;21;21;;;;['1'];[1.1295748999982607];['1'];[2.9566325999912806];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim1SCF.mp4;Sign_Stimuli/Stim1F.mp4;0;22;22;22;;;;['1'];[3.8994871999893803];['2'];[2.5954447999829426];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim2SCF.mp4;Sign_Stimuli/Stim1M.mp4;0;23;23;23;;;;['1'];[0.7203800000133924];['1'];[4.647495100012748];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim3F.mp4;Sign_Stimuli/Stim3SCM.mp4;0;24;24;24;;;;['1'];[2.9088564999983646];['1'];[3.134281299979193];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim2VCM.mp4;Sign_Stimuli/Stim3M.mp4;0;25;25;25;;;;['1'];[0.39740650000749156];['2'];[5.364313099998981];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim2SCF.mp4;Sign_Stimuli/Stim3SCF.mp4;0;26;26;26;;;;['1'];[0.4089672999980394];['2'];[6.603490200010128];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim1VCF.mp4;Sign_Stimuli/Stim2VCM.mp4;0;27;27;27;;;;['1'];[1.7631162999896333];['1'];[3.334843799995724];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim2M.mp4;Sign_Stimuli/Stim3F.mp4;0;28;28;28;;;;['1'];[1.238657100009732];['2'];[5.186572100006742];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim3VCM.mp4;Sign_Stimuli/Stim1SCM.mp4;0;29;29;29;;;;['1'];[0.8322468999831472];['3'];[4.795949200022733];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim3VCF.mp4;Sign_Stimuli/Stim3M.mp4;0;30;30;30;;;;['5'];[5.868178400007309];['3'];[3.330431500013219];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim1VCF.mp4;Sign_Stimuli/Stim2F.mp4;0;31;31;31;;;;['1'];[0.4584407999936957];['1'];[4.001288300001761];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim3SCM.mp4;Sign_Stimuli/Stim2SCM.mp4;0;32;32;32;;;;['1'];[0.3861245999869425];['2'];[6.588537000003271];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim3SCF.mp4;Sign_Stimuli/Stim3VCM.mp4;0;33;33;33;;;;['1'];[1.1104212000209372];['1'];[2.5478907999931835];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim1M.mp4;Sign_Stimuli/Stim3VCF.mp4;0;34;34;34;;;;['1'];[1.199121899990132];['2'];[3.5643927000055555];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim1F.mp4;Sign_Stimuli/Stim2SCF.mp4;0;35;35;35;;;;['1'];[2.8776915000053123];['1'];[2.1686464000085834];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim3SCM.mp4;Sign_Stimuli/Stim1F.mp4;0;36;36;36;;;;['1'];[1.118912400008412];['1'];[2.7375410000095144];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim3M.mp4;Sign_Stimuli/Stim1VCF.mp4;0;37;37;37;;;;['1'];[0.5963449999981094];['1'];[2.856894900003681];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim3VCM.mp4;Sign_Stimuli/Stim2SCM.mp4;0;38;38;38;;;;['1'];[2.7401427000004333];['2'];[5.643715800018981];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim3VCF.mp4;Sign_Stimuli/Stim3SCF.mp4;0;39;39;39;;;;['1'];[1.5464570999902207];['1'];[2.840992199984612];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim1SCM.mp4;Sign_Stimuli/Stim3SCF.mp4;0;40;40;40;;;;['1'];[0.8572614000004251];['1'];[2.524024599988479];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim1SCM.mp4;Sign_Stimuli/Stim3M.mp4;0;41;41;41;;;;['1'];[1.0939690000086557];['2'];[3.5784254999889527];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim2F.mp4;Sign_Stimuli/Stim1VCM.mp4;0;42;42;42;;;;['1'];[2.808371100021759];['1'];[3.5078733999980614];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim3F.mp4;Sign_Stimuli/Stim1F.mp4;0;43;43;43;;;;['1'];[1.068615399999544];['2'];[2.3468835999956354];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim1VCM.mp4;Sign_Stimuli/Stim3SCF.mp4;0;44;44;44;;;;['1'];[1.6908771999878809];['2'];[2.835308600013377];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim2M.mp4;Sign_Stimuli/Stim1SCM.mp4;0;45;45;45;;;;['1'];[0.5321340999798849];['1'];[3.378399300010642];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim2VCF.mp4;Sign_Stimuli/Stim2SCF.mp4;0;46;46;46;;;;['1'];[1.7193333999894094];['1'];[2.2603307999961544];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim2SCF.mp4;Sign_Stimuli/Stim3VCM.mp4;0;47;47;47;;;;['1'];[0.44277799999690615];['2'];[1.4406882000039332];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim2VCM.mp4;Sign_Stimuli/Stim2M.mp4;0;48;48;48;;;;['5'];[2.8570106999832205];['5'];[3.362746700004209];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim3SCF.mp4;Sign_Stimuli/Stim3F.mp4;0;49;49;49;;;;['1'];[2.1790284999879077];['1'];[3.19942320001428];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim1VCF.mp4;Sign_Stimuli/Stim3VCF.mp4;0;50;50;50;;;;['2'];[3.7817000999930315];['2'];[2.147151000011945];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim3VCM.mp4;Sign_Stimuli/Stim1VCF.mp4;0;51;51;51;;;;['3'];[1.4650793000182603];['2'];[9.567249200015794];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim1SCM.mp4;Sign_Stimuli/Stim2VCM.mp4;0;52;52;52;;;;['1'];[0.8805490999948233];['1'];[2.0846748999902047];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim2VCF.mp4;Sign_Stimuli/Stim2SCM.mp4;0;53;53;53;;;;['1'];[1.7572274999984074];['1'];[3.731304299988551];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim2VCF.mp4;Sign_Stimuli/Stim1M.mp4;0;54;54;54;;;;['1'];[1.2592566999956034];['1'];[3.9262332000071183];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim3F.mp4;Sign_Stimuli/Stim2VCM.mp4;0;55;55;55;;;;['1'];[0.4388753000239376];['1'];[3.0747029000194743];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim2F.mp4;Sign_Stimuli/Stim2M.mp4;0;56;56;56;;;;['7'];[3.7318824999965727];['7'];[1.3735950000118464];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim2VCF.mp4;Sign_Stimuli/Stim1F.mp4;0;57;57;57;;;;['1'];[2.8520918999856804];['1'];[2.4904163999890443];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim1SCM.mp4;Sign_Stimuli/Stim2SCF.mp4;0;58;58;58;;;;['1'];[1.4358248000207823];['2'];[4.74102899999707];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim1M.mp4;Sign_Stimuli/Stim2M.mp4;0;59;59;59;;;;['1'];[0.835077600000659];['1'];[1.7325020999996923];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim1VCM.mp4;Sign_Stimuli/Stim3M.mp4;0;60;60;60;;;;['2'];[2.070121700002346];['2'];[2.116259500005981];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim1F.mp4;Sign_Stimuli/Stim3VCF.mp4;0;61;61;61;;;;['2'];[0.37138659998890944];['2'];[2.945985300000757];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim2F.mp4;Sign_Stimuli/Stim1M.mp4;0;62;62;62;;;;['1'];[0.829200399981346];['1'];[2.108958700002404];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim3F.mp4;Sign_Stimuli/Stim2SCM.mp4;0;63;63;63;;;;['1'];[5.394878200022504];['1'];[2.0540812000108417];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim2SCM.mp4;Sign_Stimuli/Stim1F.mp4;0;64;64;64;;;;['3'];[2.6824073000170756];['2'];[3.19251439999789];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim3F.mp4;Sign_Stimuli/Stim2VCF.mp4;0;65;65;65;;;;['1'];[2.04973530001007];['1'];[3.173336100007873];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim3VCF.mp4;Sign_Stimuli/Stim2M.mp4;0;66;66;66;;;;['1'];[0.35470019999775104];['1'];[1.5967783999803942];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim3SCM.mp4;Sign_Stimuli/Stim2M.mp4;0;67;67;67;;;;['4'];[0.22669630000018515];['2'];[5.311975199991139];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim1SCM.mp4;Sign_Stimuli/Stim2SCM.mp4;0;68;68;68;;;;['1'];[1.3168054000125267];['1'];[3.0774226000066847];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim2F.mp4;Sign_Stimuli/Stim2SCM.mp4;0;69;69;69;;;;['1'];[0.914672699989751];['1'];[2.033377299987478];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim2SCM.mp4;Sign_Stimuli/Stim1M.mp4;0;70;70;70;;;;['3'];[4.35355180001352];['1'];[2.6111270999826957];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim1F.mp4;Sign_Stimuli/Stim2F.mp4;0;71;71;71;;;;['1'];[2.7613462999870535];['1'];[2.1654289000143763];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim3SCM.mp4;Sign_Stimuli/Stim3SCF.mp4;0;72;72;72;;;;['6'];[6.465597800008254];['5'];[1.9114728999848012];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim3VCF.mp4;Sign_Stimuli/Stim2SCF.mp4;0;73;73;73;;;;['2'];[2.186106799985282];['1'];[2.4617404000018723];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim1SCF.mp4;Sign_Stimuli/Stim2VCM.mp4;0;74;74;74;;;;['1'];[1.5192496000090614];['1'];[3.5960156000219285];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
Sign_Stimuli/Stim3VCF.mp4;Sign_Stimuli/Stim1SCM.mp4;0;75;75;75;;;;['2'];[2.408078000007663];['2'];[2.917289399978472];None;;;;hns001;1;2022-11-15_13h43.10.328;Rating-signs;2022.2.4;60.05814829797971
