Vid1,Vid2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,START_key.keys,START_key.rt,START_key.started,START_key.stopped,visual_key.keys,visual_key.rt,sem_key.keys,sem_key.rt,pass_loop.keys,end_resp.keys,end_resp.rt,end_resp.started,end_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate
Sign_Stimuli/Stim2F.mp4,Sign_Stimuli/Stim3M.mp4,0,127,127,127,,,,,['1'],[0.14250300198909827],['1'],[0.5304071179998573],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim1VCF.mp4,Sign_Stimuli/Stim1SCF.mp4,0,128,128,128,,,,,['2'],[1.8713393109937897],['1'],[0.4913852249883348],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim1SCM.mp4,Sign_Stimuli/Stim1VCM.mp4,0,129,129,129,,,,,['2'],[0.29277369599731173],['1'],[0.5013120679941494],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim2F.mp4,Sign_Stimuli/Stim1SCM.mp4,0,130,130,130,,,,,['1'],[1.160024966011406],['1'],[0.44096799100225326],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim3F.mp4,Sign_Stimuli/Stim1SCF.mp4,0,131,131,131,,,,,['1'],[0.21145507700566668],['1'],[0.49923932099773083],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim1SCF.mp4,Sign_Stimuli/Stim3VCM.mp4,0,132,132,132,,,,,['2'],[5.357384011003887],['1'],[0.5276330599881476],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim2M.mp4,Sign_Stimuli/Stim2SCM.mp4,0,133,133,133,,,,,['1'],[0.6804994119884213],['1'],[0.6940602620015852],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim1SCM.mp4,Sign_Stimuli/Stim1SCF.mp4,0,134,134,134,,,,,['7'],[1.9565932550030993],['7'],[0.37656828899343964],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim2VCF.mp4,Sign_Stimuli/Stim1VCM.mp4,0,135,135,135,,,,,['2'],[2.188474555994617],['1'],[0.6135692880052375],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim1F.mp4,Sign_Stimuli/Stim2VCM.mp4,0,136,136,136,,,,,['2'],[2.0442226479935925],['1'],[0.40710866200970486],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim2SCM.mp4,Sign_Stimuli/Stim1VCM.mp4,0,137,137,137,,,,,['2'],[2.810466541995993],['2'],[0.12182360600854736],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim1F.mp4,Sign_Stimuli/Stim1M.mp4,0,138,138,138,,,,,['7'],[2.75125102000311],['7'],[0.3546292020037072],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim1VCF.mp4,Sign_Stimuli/Stim1VCM.mp4,0,139,139,139,,,,,['7'],[1.9367971410101745],['7'],[0.3470585629984271],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim1F.mp4,Sign_Stimuli/Stim3M.mp4,0,140,140,140,,,,,['1'],[0.22375381700112484],['1'],[0.4830239459988661],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim1SCF.mp4,Sign_Stimuli/Stim1M.mp4,0,141,141,141,,,,,['2'],[0.40286073900642805],['1'],[0.3452601600001799],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim2VCM.mp4,Sign_Stimuli/Stim2SCF.mp4,0,142,142,142,,,,,['1'],[0.14649929400184192],['1'],[0.37946520900004543],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim2SCF.mp4,Sign_Stimuli/Stim3SCM.mp4,0,143,143,143,,,,,['1'],[0.19437056500464678],['1'],[0.48818156600464135],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim1VCF.mp4,Sign_Stimuli/Stim3F.mp4,0,144,144,144,,,,,['1'],[0.1130559620069107],['1'],[0.37588539099670015],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim2M.mp4,Sign_Stimuli/Stim1VCF.mp4,0,145,145,145,,,,,['1'],[1.8682693440059666],['1'],[1.3672621330042602],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim2M.mp4,Sign_Stimuli/Stim3VCM.mp4,0,146,146,146,,,,,['2'],[0.02416243999323342],['1'],[0.4692605519958306],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim2SCM.mp4,Sign_Stimuli/Stim2SCF.mp4,0,147,147,147,,,,,['7'],[0.1911956529947929],['7'],[0.4062233830045443],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim2VCM.mp4,Sign_Stimuli/Stim3VCF.mp4,0,148,148,148,,,,,['2'],[0.4529793719993904],['1'],[0.4007057020062348],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim2M.mp4,Sign_Stimuli/Stim3SCF.mp4,0,149,149,149,,,,,['1'],[0.32729330100119114],['2'],[1.7597017100051744],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim1SCF.mp4,Sign_Stimuli/Stim2SCF.mp4,0,150,150,150,,,,,['1'],[1.0512572029983858],['1'],[0.3585403439938091],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim1VCM.mp4,Sign_Stimuli/Stim2M.mp4,0,151,151,151,,,,,['2'],[2.1517900000035297],['1'],[0.5468776570050977],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
Sign_Stimuli/Stim3F.mp4,Sign_Stimuli/Stim1M.mp4,0,152,152,152,,,,,['1'],[0.23449321700900327],['1'],[0.3961271449952619],None,,,,,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
,,,,,,,,,,,,,,,space,54.03628623,0.015557483,None,HNS002,1,2022_Nov_16_1627,Rating-signs,2021.2.3,None
